GEOUID,PROV,EMP15
48080240,48,175
48080243,48,330
48080244,48,365
48080245,48,275
48080246,48,295
48080247,48,285
48080248,48,235
48080249,48,165
48080250,48,160
48080251,48,335
48080254,48,175
48080255,48,325
48080269,48,580
48080271,48,230
48080272,48,310
48080273,48,300
48080274,48,175
48080275,48,305
48080276,48,250
48080277,48,115
48080278,48,340
48080279,48,275
48080280,48,270
48080281,48,65
48080282,48,200
48080283,48,280
48080284,48,355
48080285,48,180
48080286,48,275
48080287,48,60
48080290,48,220
48080291,48,495
48080292,48,385
48080298,48,155
48080299,48,240
48080300,48,305
48080301,48,250
48080303,48,355
48080305,48,515
48080308,48,310
48080309,48,285
48080310,48,335
48080312,48,275
48080313,48,235
48080316,48,625
48080317,48,265
48080318,48,185
48080319,48,530
48080320,48,205
48080321,48,250
48080322,48,170
48080323,48,210
48080324,48,285
48080325,48,275
48080328,48,270
48080329,48,1575
48080330,48,535
48080331,48,205
48080332,48,200
48080333,48,100
48080335,48,80
48080336,48,30
48080337,48,220
48080338,48,305
48080339,48,270
48080340,48,265
48080341,48,185
48080343,48,215
48080344,48,225
48080345,48,285
48080346,48,390
48080347,48,350
48080351,48,230
48080352,48,505
48080353,48,335
48080355,48,225
48080356,48,265
48080357,48,280
48080358,48,350
48080359,48,205
48080360,48,195
48080361,48,195
48080362,48,335
48080363,48,210
48080364,48,215
48080365,48,260
48080366,48,315
48080367,48,330
48080368,48,265
48080369,48,180
48080370,48,260
48080371,48,245
48080372,48,115
48080373,48,290
48080374,48,335
48080375,48,175
48080376,48,195
48080377,48,170
48080378,48,290
48080379,48,310
48080380,48,190
48080381,48,365
48080382,48,320
48080383,48,165
48080384,48,250
48080385,48,225
48080386,48,455
48080387,48,335
48080388,48,605
48080389,48,190
48080390,48,160
48080391,48,320
48080392,48,265
48080393,48,225
48080394,48,185
48080395,48,180
48080398,48,230
48080399,48,250
48080400,48,590
48080401,48,175
48080402,48,160
48080403,48,405
48080405,48,275
48080406,48,460
48080407,48,300
48080408,48,165
48080409,48,85
48080410,48,340
48080411,48,480
48080412,48,195
48080413,48,270
48080414,48,190
48080415,48,345
48080416,48,280
48080417,48,235
48080418,48,210
48080419,48,345
48080420,48,230
48080421,48,270
48080422,48,175
48080423,48,205
48080424,48,270
48080425,48,170
48080426,48,40
48080427,48,370
48080428,48,75
48080430,48,125
48080431,48,80
48080432,48,35
48080433,48,160
48080434,48,135
48080435,48,135
48080436,48,300
48080437,48,365
48080438,48,40
48080439,48,295
48080440,48,155
48080441,48,315
48080442,48,255
48080443,48,265
48080444,48,240
48080445,48,270
48080446,48,225
48080447,48,315
48080448,48,175
48080449,48,385
48080450,48,0
48080451,48,40
48080452,48,295
48080453,48,295
48080454,48,225
48080455,48,320
48080456,48,255
48080457,48,195
48080458,48,385
48080459,48,235
48080460,48,490
48080461,48,200
48080462,48,305
48080463,48,400
48080464,48,365
48080465,48,550
48080466,48,375
48080467,48,200
48080468,48,115
48080469,48,130
48080470,48,270
48080471,48,920
48080472,48,355
48080473,48,340
48080474,48,430
48080475,48,410
48080476,48,1170
48080477,48,490
48080478,48,595
48080479,48,305
48080480,48,295
48080481,48,565
48080482,48,285
48080483,48,290
48080484,48,650
48080485,48,895
48080486,48,1010
48080487,48,705
48080489,48,1140
48080490,48,340
48080491,48,515
48080492,48,285
48080493,48,650
48080495,48,705
48080496,48,425
48080497,48,400
48080500,48,285
48080503,48,125
48080504,48,650
48080505,48,170
48080506,48,175
48080507,48,1335
48080508,48,205
48080509,48,175
48080511,48,205
48080512,48,355
48080513,48,350
48080514,48,415
48080516,48,385
48080517,48,240
48080518,48,350
48080520,48,485
48080521,48,50
48080522,48,275
48080523,48,485
48080524,48,280
48080525,48,265
48080526,48,25
48080529,48,430
48080530,48,415
48080531,48,215
48080533,48,430
48080534,48,255
48080535,48,215
48080536,48,245
48080537,48,290
4809,48,11185
48090046,48,35
48090047,48,115
48090048,48,55
48090049,48,210
48090050,48,355
48090051,48,505
48090052,48,420
48090053,48,280
48090054,48,270
48090055,48,325
48090056,48,495
48090057,48,275
48090058,48,340
48090059,48,235
48090060,48,350
48090061,48,205
48090062,48,245
48090063,48,280
48090064,48,365
48090065,48,270
48090066,48,660
48090067,48,275
48090068,48,275
48090069,48,210
48090070,48,440
48090071,48,345
48090072,48,210
48090073,48,155
48090074,48,315
48090075,48,335
48090076,48,340
48090077,48,195
48090078,48,310
48090079,48,240
48090080,48,190
48090081,48,310
48090082,48,145
48090083,48,80
48090085,48,525
48090086,48,0
4810,48,49180
48100189,48,270
48100190,48,340
48100191,48,310
48100195,48,190
48100196,48,285
48100201,48,490
48100202,48,320
48100203,48,340
48100204,48,290
48100205,48,190
48100206,48,215
48100207,48,305
48100208,48,275
48100209,48,340
48100210,48,315
48100211,48,150
48100212,48,150
48100213,48,195
48100214,48,180
48100215,48,250
48100216,48,50
48100217,48,190
48100218,48,255
48100219,48,265
48100220,48,390
48100221,48,175
48100222,48,120
48100223,48,40
48100224,48,215
48100225,48,215
48100226,48,225
48100227,48,275
48100228,48,320
48100229,48,290
48100230,48,400
48100231,48,295
48100232,48,395
48100233,48,275
48100234,48,400
48100235,48,570
48100236,48,280
48100237,48,325
48100238,48,740
48100239,48,225
48100240,48,260
48100241,48,270
48100242,48,245
48100243,48,320
48100244,48,330
48100245,48,150
48100246,48,365
48100247,48,100
48100248,48,200
48100249,48,315
48100250,48,125
48100251,48,85
48100252,48,275
48100253,48,220
48100254,48,110
48100255,48,310
48100256,48,285
48100257,48,220
48100258,48,85
48100259,48,255
48100260,48,360
48100261,48,295
48100262,48,155
48100263,48,140
48100264,48,145
48100265,48,185
48100266,48,270
48100267,48,355
48100268,48,255
48100269,48,255
48100270,48,270
48100271,48,190
48100272,48,315
48100273,48,300
48100274,48,255
48100275,48,285
48100276,48,270
48100277,48,190
48100278,48,210
48100279,48,295
48100280,48,325
48100281,48,285
48100282,48,240
48100283,48,340
48100284,48,100
48100285,48,200
48100286,48,155
48100287,48,250
48100288,48,340
48100289,48,130
48100290,48,345
48100291,48,320
48100292,48,120
48100293,48,320
48100294,48,70
48100295,48,370
48100296,48,265
48100297,48,225
48100298,48,120
48100299,48,210
48100300,48,305
48100301,48,265
48100302,48,325
48100303,48,315
48100304,48,295
48100305,48,415
48100306,48,475
48100307,48,325
48100308,48,475
48100310,48,210
48100311,48,0
48100312,48,230
48100313,48,220
48100314,48,280
48100315,48,335
48100316,48,215
48100317,48,215
48100318,48,295
48100319,48,700
48100320,48,1570
48100321,48,275
48100322,48,165
48100323,48,300
48100324,48,260
48100325,48,275
48100326,48,175
48100327,48,370
48100328,48,330
48100329,48,295
48100330,48,290
48100331,48,260
48100332,48,345
48100333,48,1220
48100334,48,410
48100335,48,400
48100336,48,85
48100337,48,235
48100338,48,195
48100340,48,270
48100341,48,40
48100342,48,270
48100343,48,280
48100344,48,250
48100345,48,180
48100346,48,270
48100347,48,215
48100348,48,230
48100349,48,220
48100350,48,295
48100351,48,375
48100352,48,380
48100353,48,200
48100354,48,205
48100355,48,220
48100356,48,285
48100357,48,310
48100358,48,250
48100359,48,280
48100360,48,130
48100361,48,40
48100362,48,345
48100363,48,45
48100364,48,180
48100365,48,280
48100366,48,335
48100367,48,380
48100368,48,485
48100369,48,215
48100371,48,240
48100372,48,400
48100377,48,310
48100380,48,305
48100382,48,135
48100383,48,390
4811,48,667115
48110083,48,300
48110085,48,225
48110086,48,215
48110087,48,165
48110088,48,140
48110089,48,205
48110090,48,220
48110091,48,250
48110092,48,180
48110093,48,230
48110094,48,240
48110095,48,235
48110096,48,220
48110097,48,200
48110098,48,305
48110099,48,200
48110100,48,280
48110101,48,295
48110102,48,200
48110103,48,260
48110104,48,280
48110105,48,310
48110106,48,310
48110107,48,300
48110108,48,200
48110109,48,210
48110110,48,265
48110111,48,245
48110112,48,190
48110113,48,330
48110114,48,365
48110115,48,265
48110116,48,185
48110117,48,330
48110118,48,205
48110119,48,260
48110120,48,460
48110121,48,375
48110122,48,240
48110123,48,140
48110124,48,220
48110125,48,435
48110126,48,390
48110127,48,360
48110130,48,310
48110131,48,430
48110132,48,340
48110133,48,560
48110134,48,185
48110135,48,90
48110136,48,115
48110137,48,115
48110139,48,495
48110140,48,355
48110141,48,120
48110142,48,295
48110144,48,385
48110145,48,340
48110146,48,460
48110148,48,260
48110149,48,230
48110150,48,785
48110151,48,665
48110152,48,335
48110153,48,425
48110154,48,475
48110155,48,420
48110156,48,175
48110157,48,510
48110158,48,385
48110159,48,345
48110160,48,400
48110161,48,615
48110163,48,355
48110164,48,290
48110165,48,330
48110166,48,395
48110167,48,430
48110169,48,480
48110170,48,300
48110171,48,345
48110172,48,305
48110173,48,580
48110174,48,360
48110176,48,340
48110177,48,275
48110178,48,330
48110179,48,355
48110180,48,280
48110181,48,290
48110182,48,325
48110183,48,305
48110184,48,310
48110185,48,50
48110186,48,465
48110187,48,225
48110188,48,390
48110189,48,390
48110190,48,340
48110191,48,415
48110192,48,375
48110193,48,150
48110194,48,320
48110195,48,315
48110196,48,375
48110197,48,565
48110198,48,325
48110199,48,250
48110200,48,725
48110201,48,920
48110202,48,445
48110203,48,395
48110205,48,555
48110206,48,235
48110207,48,410
48110208,48,445
48110209,48,240
48110210,48,95
48110211,48,205
48110212,48,180
48110213,48,540
48110214,48,165
48110215,48,275
48110216,48,205
48110217,48,285
48110218,48,340
48110219,48,130
48110220,48,165
48110221,48,225
48110222,48,160
48110223,48,260
48110224,48,455
48110225,48,190
48110226,48,350
48110227,48,305
48110228,48,335
48110229,48,300
48110230,48,330
48110231,48,320
48110232,48,250
48110233,48,195
48110234,48,335
48110235,48,300
48110236,48,295
48110237,48,275
48110238,48,470
48110239,48,400
48110240,48,295
48110241,48,285
48110242,48,355
48110243,48,115
48110244,48,275
48110245,48,285
48110246,48,250
48110247,48,350
48110248,48,225
48110249,48,290
48110250,48,270
48110251,48,335
48110252,48,140
48110253,48,295
48110254,48,180
48110255,48,285
48110256,48,245
48110257,48,130
48110258,48,190
48110259,48,245
48110260,48,295
48110261,48,415
48110262,48,110
48110263,48,190
48110264,48,220
48110265,48,205
48110266,48,465
48110267,48,160
48110268,48,390
48110269,48,200
48110270,48,270
48110271,48,355
48110272,48,930
48110273,48,185
48110274,48,410
48110277,48,325
48110280,48,595
48110281,48,350
48110284,48,300
48110286,48,315
48110287,48,145
48110288,48,505
48110289,48,220
48110290,48,470
48110291,48,540
48110292,48,220
48110293,48,245
48110294,48,365
48110295,48,360
48110296,48,455
48110297,48,260
48110298,48,260
48110299,48,690
48110300,48,155
48110301,48,150
48110302,48,165
48110303,48,320
48110304,48,100
48110305,48,150
48110306,48,210
48110307,48,150
48110308,48,525
48110309,48,490
48110310,48,330
48110311,48,230
48110314,48,300
48110315,48,350
48110316,48,330
48110317,48,275
48110318,48,330
48110319,48,370
48110320,48,145
48110321,48,205
48110322,48,415
48110323,48,200
48110324,48,105
48110325,48,355
48110326,48,325
48110327,48,125
48110328,48,225
48110329,48,285
48110330,48,275
48110331,48,320
48110332,48,280
48110333,48,230
48110334,48,220
48110335,48,200
48110336,48,290
48110337,48,305
48110338,48,220
48110339,48,280
48110340,48,260
48110341,48,240
48110342,48,345
48110343,48,100
48110344,48,150
48110345,48,140
48110346,48,45
48110347,48,30
48110348,48,490
48110349,48,320
48110350,48,345
48110351,48,200
48110352,48,180
48110353,48,195
48110354,48,285
48110355,48,300
48110356,48,200
48110357,48,170
48110358,48,255
48110359,48,340
48110360,48,255
48110361,48,290
48110362,48,135
48110363,48,330
48110364,48,285
48110365,48,275
48110366,48,250
48110367,48,345
48110368,48,350
48110369,48,410
48110370,48,265
48110371,48,255
48110372,48,185
48110373,48,190
48110374,48,135
48110375,48,310
48110376,48,225
48110377,48,240
48110378,48,290
48110379,48,210
48110381,48,365
48110382,48,330
48110383,48,285
48110384,48,250
48110385,48,260
48110386,48,235
48110387,48,645
48110388,48,295
48110389,48,370
48110390,48,295
48110391,48,415
48110392,48,310
48110393,48,600
48110394,48,450
48110395,48,865
48110396,48,290
48110397,48,360
48110398,48,380
48110399,48,400
48110400,48,795
48110401,48,685
48110402,48,180
48110403,48,435
48110404,48,295
48110405,48,410
48110406,48,335
48110408,48,265
48110410,48,150
48110412,48,200
48110415,48,405
48110416,48,150
48110417,48,290
48110418,48,315
48110419,48,330
48110420,48,480
48110421,48,120
48110422,48,285
48110423,48,270
48110424,48,470
48110425,48,255
48110426,48,445
48110438,48,115
48110439,48,905
48110441,48,90
48110442,48,440
48110443,48,295
48110444,48,645
48110445,48,135
48110446,48,530
48110447,48,280
48110448,48,465
48110449,48,95
48110451,48,230
48110633,48,365
48110634,48,160
48110635,48,260
48110636,48,310
48110637,48,320
48110638,48,390
48110639,48,555
48110640,48,235
48110641,48,410
48110642,48,175
48110643,48,335
48110644,48,245
48110645,48,295
48110646,48,260
48110647,48,320
48110648,48,240
48110649,48,300
48110650,48,410
48110651,48,265
48110652,48,600
48110653,48,195
48110654,48,500
48110655,48,125
48110657,48,555
48110658,48,715
48110659,48,260
48110660,48,150
48110661,48,280
48110663,48,545
48110664,48,265
48110666,48,335
48110667,48,600
48110668,48,155
48110669,48,140
48110674,48,395
48110675,48,315
48110676,48,180
48110677,48,80
48110679,48,595
48110681,48,385
48110682,48,445
48110683,48,335
48110684,48,530
48110685,48,535
48110687,48,550
48110688,48,290
48110689,48,430
48110692,48,175
48110693,48,350
48110694,48,570
48110695,48,495
48110698,48,320
48110699,48,245
48110700,48,410
48110701,48,300
48110702,48,450
48110703,48,405
48110705,48,290
48110706,48,260
48110707,48,230
48110708,48,395
48110709,48,335
48110711,48,585
48110712,48,160
48110713,48,190
48110714,48,330
48110715,48,360
48110716,48,435
48110717,48,450
48110718,48,190
48110719,48,595
48110720,48,185
48110721,48,180
48110722,48,205
48110726,48,340
48110727,48,545
48110728,48,205
48110729,48,360
48110730,48,175
48110731,48,365
48110732,48,220
48110733,48,265
48110735,48,400
48110736,48,425
48110737,48,475
48110738,48,320
48110742,48,370
48110743,48,360
48110744,48,340
48110745,48,285
48110746,48,315
48110747,48,245
48110748,48,325
48110749,48,325
48110750,48,375
48110751,48,410
48110752,48,440
48110753,48,325
48110754,48,250
48110755,48,180
48110756,48,260
48110757,48,310
48110758,48,330
48110759,48,425
48110760,48,245
48110765,48,455
48110767,48,260
48110768,48,235
48110769,48,195
48110770,48,230
48110771,48,265
48110772,48,315
48110773,48,215
48110774,48,260
48110775,48,160
48110776,48,190
48110777,48,415
48110778,48,315
48110779,48,270
48110780,48,420
48110785,48,230
48110786,48,250
48110787,48,265
48110788,48,305
48110789,48,345
48110790,48,75
48110791,48,145
48110792,48,255
48110793,48,255
48110794,48,190
48110795,48,85
48110796,48,260
48110797,48,330
48110798,48,250
48110799,48,225
48110800,48,160
48110801,48,305
48110802,48,320
48110803,48,260
48110804,48,140
48110805,48,260
48110806,48,310
48110807,48,325
48110808,48,290
48110809,48,295
48110810,48,275
48110811,48,315
48110812,48,335
48110813,48,220
48110814,48,345
48110815,48,270
48110818,48,305
48110819,48,220
48110820,48,280
48110821,48,320
48110822,48,280
48110823,48,240
48110824,48,130
48110825,48,245
48110826,48,280
48110827,48,375
48110828,48,455
48110829,48,325
48110830,48,415
48110831,48,325
48110832,48,275
48110833,48,235
48110834,48,200
48110835,48,470
48110836,48,345
48110837,48,365
48110838,48,320
48110839,48,355
48110840,48,210
48110841,48,285
48110842,48,340
48110843,48,390
48110844,48,295
48110845,48,305
48110847,48,300
48110848,48,295
48110849,48,445
48110850,48,460
48110851,48,320
48110852,48,245
48110853,48,150
48110854,48,260
48110855,48,375
48110856,48,320
48110857,48,405
48110858,48,355
48110859,48,340
48110860,48,380
48110861,48,365
48110862,48,345
48110866,48,305
48110867,48,370
48110868,48,550
48110869,48,505
48110870,48,335
48110871,48,295
48110872,48,390
48110873,48,310
48110874,48,415
48110875,48,260
48110876,48,335
48110877,48,360
48110878,48,325
48110879,48,285
48110880,48,250
48110881,48,235
48110882,48,130
48110883,48,375
48110884,48,345
48110885,48,255
48110886,48,255
48110887,48,330
48110889,48,200
48110890,48,480
48110891,48,430
48110892,48,425
48110893,48,445
48110894,48,165
48110895,48,255
48110896,48,175
48110897,48,280
48110898,48,535
48110899,48,400
48110900,48,305
48110901,48,195
48110902,48,320
48110903,48,235
48110904,48,215
48110905,48,335
48110906,48,355
48110907,48,410
48110908,48,245
48110909,48,275
48110910,48,235
48110911,48,220
48110912,48,155
48110913,48,355
48110921,48,770
48110923,48,380
48110924,48,270
48110929,48,195
48110930,48,550
48110931,48,415
48110932,48,340
48110933,48,235
48110934,48,250
48110935,48,390
48110936,48,350
48110937,48,270
48110943,48,395
48110944,48,130
48110945,48,215
48110946,48,300
48110947,48,155
48110948,48,630
48110949,48,260
48110950,48,550
48110951,48,445
48110952,48,625
48110953,48,225
48110954,48,320
48110955,48,180
48110956,48,395
48110957,48,665
48110958,48,190
48110960,48,290
48110961,48,145
48110962,48,515
48110965,48,350
48110966,48,205
48110967,48,305
48110968,48,185
48110971,48,510
48110974,48,355
48110975,48,310
48110977,48,425
48110978,48,255
48110979,48,545
48110980,48,245
48110981,48,280
48110982,48,320
48110983,48,325
48110984,48,190
48110985,48,215
48110986,48,400
48110987,48,535
48110989,48,420
48110991,48,320
48110992,48,295
48110993,48,235
48110994,48,540
48110995,48,395
48110996,48,340
48110997,48,350
48110998,48,275
48110999,48,360
48111000,48,315
48111001,48,175
48111002,48,555
48111003,48,795
48111006,48,450
48111007,48,475
48111008,48,335
48111009,48,315
48111010,48,315
48111013,48,280
48111014,48,640
48111016,48,450
48111017,48,170
48111021,48,280
48111022,48,335
48111023,48,115
48111024,48,190
48111025,48,635
48111026,48,275
48111027,48,340
48111028,48,610
48111029,48,455
48111030,48,510
48111035,48,370
48111036,48,280
48111037,48,225
48111038,48,420
48111039,48,195
48111041,48,285
48111042,48,240
48111043,48,355
48111045,48,290
48111046,48,830
48111047,48,425
48111048,48,535
48111049,48,210
48111050,48,215
48111051,48,255
48111052,48,235
48111053,48,235
48111054,48,155
48111055,48,115
48111056,48,250
48111057,48,335
48111058,48,315
48111059,48,290
48111060,48,245
48111061,48,360
48111062,48,265
48111063,48,645
48111064,48,440
48111065,48,285
48111066,48,330
48111067,48,390
48111068,48,285
48111069,48,205
48111070,48,225
48111071,48,265
48111072,48,330
48111073,48,350
48111074,48,335
48111075,48,250
48111076,48,345
48111077,48,375
48111078,48,185
48111079,48,375
48111080,48,385
48111081,48,285
48111082,48,255
48111083,48,245
48111084,48,295
48111086,48,235
48111087,48,325
48111088,48,370
48111089,48,265
48111090,48,380
48111091,48,305
48111092,48,405
48111093,48,295
48111094,48,295
48111095,48,155
48111096,48,0
48111097,48,285
48111098,48,250
48111099,48,280
48111100,48,255
48111101,48,325
48111102,48,430
48111103,48,215
48111104,48,325
48111107,48,755
48111108,48,380
48111109,48,365
48111110,48,325
48111111,48,520
48111113,48,215
48111114,48,310
48111115,48,310
48111116,48,200
48111117,48,240
48111119,48,590
48111125,48,340
48111126,48,230
48111127,48,250
48111128,48,355
48111129,48,170
48111130,48,245
48111131,48,265
48111132,48,360
48111133,48,250
48111134,48,245
48111135,48,335
48111136,48,285
48111137,48,385
48111138,48,315
48111139,48,265
48111140,48,220
48111141,48,295
48111142,48,260
48111143,48,350
48111144,48,190
48111145,48,460
48111147,48,365
48111148,48,255
48111149,48,305
48111150,48,230
48111152,48,305
48111153,48,120
48111154,48,415
48111155,48,175
48111156,48,270
48111157,48,460
48111158,48,265
48111159,48,215
48111160,48,285
48111162,48,335
48111163,48,280
48111164,48,180
48111165,48,395
48111167,48,230
48111168,48,225
48111169,48,260
48111171,48,165
48111172,48,335
48111173,48,245
48111174,48,230
48111176,48,460
48111180,48,575
48111181,48,155
48111182,48,440
48111183,48,340
48111184,48,375
48111185,48,595
48111187,48,255
48111188,48,510
48111189,48,195
48111190,48,360
48111192,48,270
48111193,48,350
48111194,48,315
48111195,48,415
48111202,48,920
48111203,48,795
48111205,48,430
48111206,48,440
48111207,48,160
48111208,48,390
48111209,48,305
48111210,48,295
48111247,48,405
48111248,48,140
48111249,48,550
48111250,48,295
48111251,48,360
48111260,48,125
48111261,48,360
48111262,48,330
48111263,48,275
48111265,48,265
48111266,48,365
48111268,48,310
48111269,48,355
48111270,48,245
48111271,48,185
48111272,48,285
48111273,48,430
48111275,48,235
48111276,48,190
48111277,48,275
48111278,48,305
48111279,48,215
48111280,48,305
48111281,48,300
48111282,48,350
48111283,48,225
48111284,48,230
48111285,48,270
48111286,48,95
48111287,48,450
48111288,48,360
48111294,48,735
48111295,48,265
48111296,48,265
48111297,48,315
48111298,48,395
48111299,48,545
48111300,48,205
48111301,48,320
48111302,48,330
48111303,48,275
48111304,48,465
48111305,48,405
48111306,48,365
48111307,48,585
48111308,48,280
48111309,48,660
48111310,48,225
48111311,48,325
48111312,48,565
48111313,48,460
48111314,48,210
48111315,48,495
48111316,48,350
48111317,48,445
48111318,48,740
48111319,48,385
48111320,48,275
48111321,48,230
48111322,48,260
48111323,48,380
48111324,48,385
48111325,48,330
48111326,48,305
48111327,48,655
48111328,48,350
48111329,48,205
48111330,48,260
48111331,48,250
48111332,48,295
48111333,48,275
48111334,48,245
48111335,48,225
48111336,48,605
48111371,48,320
48111372,48,180
48111373,48,260
48111433,48,325
48111434,48,125
48111435,48,390
48111436,48,455
48111438,48,365
48111442,48,385
48111443,48,135
48111444,48,405
48111445,48,195
48111446,48,380
48111447,48,260
48111448,48,285
48111449,48,270
48111451,48,85
48111452,48,210
48111453,48,290
48111454,48,315
48111455,48,440
48111456,48,365
48111457,48,325
48111458,48,325
48111459,48,350
48111460,48,115
48111461,48,220
48111462,48,360
48111463,48,215
48111464,48,285
48111465,48,190
48111466,48,140
48111467,48,360
48111468,48,250
48111469,48,175
48111471,48,300
48111475,48,650
48111476,48,290
48111477,48,355
48111478,48,660
48111479,48,170
48111480,48,160
48111495,48,490
48111496,48,495
48111497,48,465
48111499,48,565
48111500,48,675
48111501,48,990
48111502,48,730
48111503,48,645
48111504,48,795
48111505,48,385
48111506,48,310
48111507,48,355
48111508,48,530
48111509,48,220
48111510,48,155
48111511,48,470
48111512,48,265
48111513,48,480
48111514,48,395
48111515,48,220
48111516,48,230
48111517,48,115
48111518,48,385
48111519,48,165
48111520,48,135
48111521,48,295
48111522,48,270
48111523,48,180
48111524,48,120
48111525,48,240
48111526,48,175
48111527,48,160
48111528,48,565
48111529,48,335
48111530,48,205
48111531,48,320
48111532,48,190
48111533,48,90
48111534,48,540
48111536,48,665
48111537,48,430
48111538,48,400
48111539,48,385
48111540,48,575
48111541,48,670
48111543,48,525
48111544,48,330
48111545,48,415
48111546,48,460
48111547,48,280
48111548,48,300
48111549,48,315
48111550,48,375
48111551,48,330
48111552,48,315
48111553,48,230
48111554,48,245
48111555,48,345
48111556,48,275
48111557,48,440
48111558,48,310
48111559,48,310
48111560,48,235
48111561,48,260
48111562,48,310
48111563,48,290
48111564,48,255
48111565,48,280
48111566,48,1795
48111567,48,355
48111568,48,190
48111569,48,365
48111570,48,460
48111571,48,545
48111572,48,310
48111573,48,175
48111574,48,420
48111575,48,455
48111576,48,260
48111577,48,305
48111578,48,275
48111579,48,385
48111580,48,325
48111581,48,2200
48111582,48,535
48111583,48,255
48111585,48,295
48111586,48,200
48111587,48,735
48111588,48,540
48111589,48,390
48111590,48,255
48111591,48,235
48111592,48,915
48111593,48,760
48111594,48,630
48111595,48,350
48111597,48,385
48111598,48,245
48111599,48,315
48111601,48,180
48111602,48,680
48111603,48,375
48111604,48,360
48111605,48,440
48111606,48,315
48111607,48,235
48111608,48,385
48111609,48,230
48111610,48,300
48111611,48,440
48111612,48,330
48111613,48,320
48111614,48,420
48111615,48,470
48111616,48,305
48111617,48,565
48111618,48,530
48111619,48,510
48111620,48,545
48111621,48,255
48111622,48,640
48111624,48,265
48111625,48,250
48111626,48,210
48111627,48,265
48111628,48,240
48111629,48,270
48111630,48,235
48111631,48,255
48111632,48,250
48111633,48,340
48111634,48,415
48111635,48,295
48111636,48,190
48111637,48,210
48111638,48,480
48111639,48,370
48111640,48,125
48111641,48,400
48111642,48,265
48111643,48,275
48111644,48,300
48111645,48,235
48111646,48,380
48111647,48,355
48111648,48,585
48111649,48,960
48111650,48,460
48111651,48,215
48111652,48,335
48111653,48,555
48111654,48,405
48111655,48,570
48111656,48,2785
48111657,48,260
48111658,48,300
48111659,48,390
48111660,48,455
48111661,48,320
48111662,48,220
48111663,48,390
48111664,48,140
48111665,48,310
48111666,48,340
48111667,48,310
48111668,48,320
48111669,48,460
48111670,48,280
48111671,48,230
48111672,48,350
48111673,48,385
48111674,48,355
48111675,48,220
48111676,48,830
48111677,48,325
48111678,48,325
48111679,48,270
48111680,48,320
48111681,48,310
48111682,48,265
48111683,48,240
48111684,48,310
48111685,48,355
48111686,48,355
48111687,48,435
48111688,48,460
48111689,48,335
48111690,48,455
48111691,48,445
48111692,48,470
48111693,48,500
48111694,48,220
48111695,48,425
48111696,48,485
48111697,48,435
48111698,48,375
48111699,48,775
48111700,48,245
48111701,48,275
48111702,48,350
48111703,48,185
48111704,48,180
48111705,48,275
48111708,48,165
48111709,48,470
48111710,48,855
48111711,48,595
48111712,48,340
48111713,48,390
48111714,48,290
48111715,48,345
48111716,48,550
48111717,48,280
48111718,48,95
48111719,48,385
48111720,48,460
48111721,48,80
48111722,48,355
48111723,48,280
48111724,48,500
48111725,48,440
48111726,48,1285
48111727,48,410
48111728,48,340
48111729,48,195
48111730,48,1190
48111731,48,265
48111732,48,310
48111734,48,445
48111735,48,350
48111736,48,935
48111737,48,1490
48111738,48,385
48111739,48,405
48111740,48,355
48111741,48,345
48111742,48,265
48111743,48,345
48111744,48,220
48111745,48,385
48111746,48,270
48111747,48,285
48111748,48,320
48111749,48,460
48111750,48,335
48111751,48,430
48111752,48,195
48111753,48,310
48111754,48,255
48111755,48,360
48111756,48,340
48111757,48,400
48111758,48,235
48111759,48,315
48111760,48,265
48111761,48,225
48111762,48,210
48111763,48,305
48111764,48,175
48111765,48,255
48111766,48,230
48111767,48,165
48111768,48,250
48111769,48,185
48111770,48,245
48111771,48,300
48111772,48,330
48111773,48,330
48111774,48,50
48111775,48,120
48111776,48,235
48111777,48,240
48111778,48,325
48111779,48,60
48111780,48,15
48111781,48,270
48111784,48,55
48111786,48,300
48111787,48,30
48111788,48,270
48111789,48,315
48111790,48,250
48111791,48,270
48111792,48,265
48111793,48,295
48111794,48,290
48111795,48,335
48111796,48,240
48111797,48,380
48111798,48,310
48111799,48,310
48111800,48,370
48111802,48,305
48111803,48,265
48111804,48,305
48111805,48,265
48111806,48,225
48111807,48,320
48111808,48,285
48111809,48,370
48111810,48,245
48111811,48,360
48111812,48,330
48111813,48,435
48111814,48,325
48111815,48,390
48111816,48,170
48111817,48,315
48111818,48,400
48111819,48,345
48111820,48,295
48111821,48,290
48111822,48,230
48111823,48,350
48111825,48,805
48111826,48,175
48111827,48,230
48111828,48,245
48111829,48,210
48111830,48,265
48111831,48,405
48111833,48,280
48111835,48,305
48111836,48,200
48111837,48,660
48111838,48,235
48111839,48,245
48111840,48,305
48111841,48,300
48111842,48,275
48111843,48,270
48111844,48,475
48111845,48,370
48111846,48,330
48111847,48,330
48111848,48,475
48111849,48,625
48111850,48,625
48111851,48,340
48111852,48,380
48111853,48,290
48111854,48,540
48111855,48,885
48111856,48,375
48111857,48,1000
48111858,48,370
48111859,48,345
48111860,48,380
48111861,48,330
48111862,48,350
48111863,48,340
48111864,48,740
48111865,48,250
48111866,48,2090
48111867,48,1060
48111868,48,245
48111869,48,355
48111870,48,210
48111871,48,670
48111872,48,690
48111873,48,195
48111874,48,345
48111875,48,270
48111876,48,310
48111877,48,545
